method,Mom_Norm,Strength_Norm,Breadth_Norm,PutCall_Norm,VIX_Norm,SafeHaven_Norm,JunkBond_Norm,intercept
Equal,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
OLS,0.19305901030216902,0.027738009858057126,0.22401218327701145,0.0879510791329114,-0.00525893786277086,0.16914612329548856,0.1464536672859172,6.073629819853751
