method,Mom_Norm,Strength_Norm,Breadth_Norm,PutCall_Norm,VIX_Norm,SafeHaven_Norm,JunkBond_Norm,intercept
Equal,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
OLS,0.18314678521076036,0.07771982058007743,0.20414874842283215,0.07674978650467314,0.026956223887743054,0.15886873200564336,0.13153583322949447,5.086532283677375
