Date,SP500_Close,Mom_Norm,Strength_Norm,Breadth_Norm,PutCall_Norm,VIX_Norm,SafeHaven_Norm,JunkBond_Norm,CNN_FearGreed
1998-01-02,1305.0400390625,50.85586582123096,41.885916627169614,15.512741818404926,79.65831039282422,91.50795854908614,27.41301043944367,15.431762156545922,
1998-01-05,1307.780029296875,53.079069624218334,47.79951411229359,18.18600024295308,64.69270677127426,85.21451495600914,27.580410761434607,6.541670282239146,
1998-01-06,1293.800048828125,43.28265005674399,48.1439370458922,19.06717869546548,60.77197171981637,76.17724474721555,15.10807920516531,6.315198526956031,
1998-01-07,1290.6600341796875,41.00591462137292,46.04974584746248,19.43865897319904,54.72539774269117,80.6269089002052,4.733013715498252,11.879487005248926,
1998-01-08,1280.0699462890625,32.81612231013317,39.82730626300646,18.63295981282804,46.52743741772935,73.20901328473238,9.417073030699925,8.437673129187267,
1998-01-09,1242.0999755859375,2.7263117454251,36.40847428929237,15.412383175935176,46.54939021340808,53.57029891606788,0.2768349692790579,1.0055816376722078,
1998-01-12,1257.530029296875,16.047474153500353,30.259306363115957,12.875801899460583,29.5611826085804,57.611044354786735,15.03894951731514,2.404775899179881,
1998-01-13,1274.8699951171875,31.064797074053452,29.876977387579284,12.478228806053488,25.83103467165733,76.56814119879007,34.61570788955338,6.296807289308852,
1998-01-14,1282.7099609375,38.26579365549004,30.80626346168725,13.189572611524454,34.672257288046424,85.52743153928881,36.82944326709511,12.927705340683438,
1998-01-15,1273.0999755859375,29.586320441259996,31.18492235781634,13.356092992181216,34.17080989003941,86.65170127862356,31.60735713164818,17.72240747499574,
1998-01-16,1287.530029296875,43.403834827241255,33.82861376086618,15.20941863407809,43.55740695058261,98.70474788603576,38.704914207818085,27.99467525583082,
1998-01-20,1310.4300537109375,65.42764222858013,36.20907576738082,18.42447136174984,67.11728184104842,97.4175408955946,56.84930487365521,33.798092565847995,
1998-01-21,1300.0799560546875,55.58440466427999,36.394281928086585,20.613789910535463,64.94199443186761,89.53354110822758,56.50999088688857,31.693573439831173,
1998-01-22,1289.6800537109375,45.82029072330042,35.926245868763175,21.345232938249197,62.7763841647178,83.06302485599626,50.48620237193376,34.302944701820365,
1998-01-23,1282.4000244140625,38.54768549558382,35.97329078229377,20.973645060704104,54.03837722449576,80.06847691544391,60.71621039542822,55.39806042990797,
1998-01-26,1281.5400390625,37.94889338238153,33.9396043906589,20.48352112336887,45.835170049246166,73.34655261440808,58.147117326457874,50.58659638955256,
1998-01-27,1297.699951171875,55.98490776441108,32.46165145261197,21.082542659913965,39.2718207467958,84.46436911624076,61.09912831738508,58.81593211111443,
1998-01-28,1309.31005859375,68.24826184508687,32.691219404906526,22.57136849032705,48.03444285087529,84.14298670540342,62.07008604485369,58.81593211111443,
1998-01-29,1320.1600341796875,79.92861954556935,34.643544864786165,25.195183346755933,49.11740023268991,85.75675411935077,51.25530484018778,42.67779555197099,
1998-01-30,1313.18994140625,70.44835326361972,36.51180926208957,27.30146148241225,68.22889555697432,85.79523812147895,50.13686288257825,35.01609704286565,
1998-02-02,1341.3199462890625,100.0,40.43826269232506,31.3545514811684,79.00377067851477,85.25862017616134,59.58845833341397,41.5334502626524,
1998-02-03,1347.719970703125,100.0,44.42662241974169,36.00175667483226,79.96121755937783,89.57072964021629,63.74575531895662,36.69565963664444,
1998-02-04,1349.1099853515625,100.0,48.20205236896382,40.88248481315503,78.72037976694467,89.5939708412479,73.00643490576186,37.24408088431979,
1998-02-05,1344.77001953125,95.80311924789513,53.19564746472688,45.44829506320626,76.38182648034666,82.74209171740075,78.00364120329326,48.72292240294712,
1998-02-06,1356.9599609375,100.0,55.99856999090387,50.553306866807546,72.42429788732191,87.85791083677266,87.65378027517495,52.10837048948838,
1998-02-09,1354.75,99.12114875226136,58.97120028228999,55.13076035269515,70.6482203051986,78.14538409771734,100.0,55.40086642934348,
1998-02-10,1365.8499755859375,100.0,65.5594163160225,60.87962034152763,67.78998760893643,84.35887112760409,100.0,52.87793310350576,
1998-02-11,1367.489990234375,100.0,66.94802944013924,66.40461022634898,68.1763613163931,85.68158308609596,96.27942750298236,44.5907697118673,
1998-02-12,1373.1600341796875,100.0,66.11010419386473,71.57734788326054,68.55912836924773,90.25492674714772,94.21806596803162,47.747560396552174,
1998-02-13,1367.77001953125,97.00613282286,67.3721271521407,75.58888610203593,63.53402427312031,88.46931957642829,93.50915679627356,42.34291277292079,
1998-02-17,1371.4100341796875,97.34137994068514,68.00680354967503,78.9650399840725,57.44468008315682,80.1545384693986,83.35530454719778,51.52858002102528,
1998-02-18,1384.239990234375,100.0,64.89844988622666,83.09396366470116,52.43579265498092,88.90538383491753,78.56008089080667,51.71766410929068,
