Date,VMCSUMNYA
1980-01-02 09:30:00,1011.85
1980-01-03 09:30:00,964.86
1980-01-04 09:30:00,956.37
1980-01-07 09:30:00,959.82
1980-01-08 09:30:00,990.46
1980-01-09 09:30:00,1020.42
1980-01-10 09:30:00,1061.47
1980-01-11 09:30:00,1103.95
1980-01-14 09:30:00,1151.16
1980-01-15 09:30:00,1195.71
1980-01-16 09:30:00,1225.56
1980-01-17 09:30:00,1241.98
1980-01-18 09:30:00,1250.77
1980-01-21 09:30:00,1270.78
1980-01-22 09:30:00,1262.06
1980-01-23 09:30:00,1276.38
1980-01-24 09:30:00,1292.23
1980-01-25 09:30:00,1298.85
1980-01-28 09:30:00,1311.42
1980-01-29 09:30:00,1299.65
1980-01-30 09:30:00,1301.54
1980-01-31 09:30:00,1282.43
1980-02-01 09:30:00,1272.97
1980-02-04 09:30:00,1249.95
1980-02-05 09:30:00,1224.43
1980-02-06 09:30:00,1205.41
1980-02-07 09:30:00,1190.7
1980-02-08 09:30:00,1191.06
1980-02-11 09:30:00,1172.76
1980-02-12 09:30:00,1163.65
1980-02-13 09:30:00,1153.06
1980-02-14 09:30:00,1110.81
1980-02-15 09:30:00,1045.93
1980-02-18 09:30:00,
1980-02-19 09:30:00,960.57
1980-02-20 09:30:00,904.92
1980-02-21 09:30:00,827.94
1980-02-22 09:30:00,742.81
1980-02-25 09:30:00,632.19
1980-02-26 09:30:00,540.83
1980-02-27 09:30:00,433.67
1980-02-28 09:30:00,341.5
1980-02-29 09:30:00,287.14
1980-03-03 09:30:00,215.8
1980-03-04 09:30:00,139.98
1980-03-05 09:30:00,41.0
1980-03-06 09:30:00,-86.66
1980-03-07 09:30:00,-219.34
1980-03-10 09:30:00,-353.47
1980-03-11 09:30:00,-437.05
1980-03-12 09:30:00,-529.5
1980-03-13 09:30:00,-631.54
1980-03-14 09:30:00,-725.23
1980-03-17 09:30:00,-846.17
1980-03-18 09:30:00,-925.07
1980-03-19 09:30:00,-981.38
1980-03-20 09:30:00,-1051.22
1980-03-21 09:30:00,-1128.73
1980-03-24 09:30:00,-1236.97
1980-03-25 09:30:00,-1334.01
1980-03-26 09:30:00,-1418.21
1980-03-27 09:30:00,-1517.9
1980-03-28 09:30:00,-1555.86
1980-03-31 09:30:00,-1557.66
1980-04-01 09:30:00,-1539.91
1980-04-02 09:30:00,-1497.66
1980-04-03 09:30:00,-1456.84
1980-04-04 09:30:00,
1980-04-07 09:30:00,-1451.48
1980-04-08 09:30:00,-1415.25
1980-04-09 09:30:00,-1344.2
1980-04-10 09:30:00,-1252.0
1980-04-11 09:30:00,-1164.38
1980-04-14 09:30:00,-1113.86
1980-04-15 09:30:00,-1078.3
1980-04-16 09:30:00,-1054.09
1980-04-17 09:30:00,-1037.29
1980-04-18 09:30:00,-1024.82
1980-04-21 09:30:00,-1037.68
1980-04-22 09:30:00,-1000.07
1980-04-23 09:30:00,-952.14
1980-04-24 09:30:00,-882.87
1980-04-25 09:30:00,-811.29
1980-04-28 09:30:00,-735.24
1980-04-29 09:30:00,-659.39
1980-04-30 09:30:00,-581.39
1980-05-01 09:30:00,-527.17
1980-05-02 09:30:00,-470.25
1980-05-05 09:30:00,-396.28
1980-05-06 09:30:00,-326.1
1980-05-07 09:30:00,-236.28
1980-05-08 09:30:00,-171.1
1980-05-09 09:30:00,-142.05
1980-05-12 09:30:00,-110.14
1980-05-13 09:30:00,-50.11
1980-05-14 09:30:00,23.51
1980-05-15 09:30:00,98.45
1980-05-16 09:30:00,166.86
1980-05-19 09:30:00,225.42
1980-05-20 09:30:00,278.68
1980-05-21 09:30:00,327.67
1980-05-22 09:30:00,394.24
1980-05-23 09:30:00,481.71
1980-05-26 09:30:00,
1980-05-27 09:30:00,572.05
1980-05-28 09:30:00,663.11
1980-05-29 09:30:00,711.2
1980-05-30 09:30:00,771.2
1980-06-02 09:30:00,813.42
1980-06-03 09:30:00,840.35
1980-06-04 09:30:00,894.74
1980-06-05 09:30:00,949.28
1980-06-06 09:30:00,1012.55
1980-06-09 09:30:00,1073.07
1980-06-10 09:30:00,1140.92
1980-06-11 09:30:00,1217.5
1980-06-12 09:30:00,1267.67
1980-06-13 09:30:00,1327.94
1980-06-16 09:30:00,1382.56
1980-06-17 09:30:00,1428.78
1980-06-18 09:30:00,1460.09
1980-06-19 09:30:00,1453.41
1980-06-20 09:30:00,1432.13
1980-06-23 09:30:00,1422.06
1980-06-24 09:30:00,1423.35
1980-06-25 09:30:00,1447.45
1980-06-26 09:30:00,1456.88
1980-06-27 09:30:00,1454.69
1980-06-30 09:30:00,1414.39
1980-07-01 09:30:00,1392.36
1980-07-02 09:30:00,1386.17
1980-07-03 09:30:00,1409.77
1980-07-04 09:30:00,
1980-07-07 09:30:00,1442.88
1980-07-08 09:30:00,1460.84
1980-07-09 09:30:00,1481.25
1980-07-10 09:30:00,1478.26
1980-07-11 09:30:00,1488.76
1980-07-14 09:30:00,1525.27
1980-07-15 09:30:00,1542.8
1980-07-16 09:30:00,1558.45
1980-07-17 09:30:00,1594.74
1980-07-18 09:30:00,1633.19
1980-07-21 09:30:00,1664.69
1980-07-22 09:30:00,1680.57
1980-07-23 09:30:00,1677.79
1980-07-24 09:30:00,1663.43
1980-07-25 09:30:00,1619.03
1980-07-28 09:30:00,1584.64
1980-07-29 09:30:00,1572.83
1980-07-30 09:30:00,1562.65
1980-07-31 09:30:00,1532.16
1980-08-01 09:30:00,1498.69
1980-08-04 09:30:00,1450.8
1980-08-05 09:30:00,1406.64
1980-08-06 09:30:00,1383.43
1980-08-07 09:30:00,1388.52
1980-08-08 09:30:00,1396.05
1980-08-11 09:30:00,1420.07
1980-08-12 09:30:00,1414.4
1980-08-13 09:30:00,1401.46
1980-08-14 09:30:00,1421.35
1980-08-15 09:30:00,1443.7
1980-08-18 09:30:00,1417.91
1980-08-19 09:30:00,1371.62
1980-08-20 09:30:00,1351.45
1980-08-21 09:30:00,1362.27
1980-08-22 09:30:00,1384.64
1980-08-25 09:30:00,1380.79
1980-08-26 09:30:00,1370.94
1980-08-27 09:30:00,1333.88
1980-08-28 09:30:00,1268.25
1980-08-29 09:30:00,1217.03
1980-09-01 09:30:00,
1980-09-02 09:30:00,1195.28
1980-09-03 09:30:00,1209.82
1980-09-04 09:30:00,1205.47
1980-09-05 09:30:00,1190.1
1980-09-08 09:30:00,1150.35
1980-09-09 09:30:00,1125.98
1980-09-10 09:30:00,1121.52
1980-09-11 09:30:00,1133.99
1980-09-12 09:30:00,1140.67
1980-09-15 09:30:00,1144.07
1980-09-16 09:30:00,1161.8
1980-09-17 09:30:00,1201.02
1980-09-18 09:30:00,1223.25
1980-09-19 09:30:00,1258.23
1980-09-22 09:30:00,1294.5
1980-09-23 09:30:00,1300.35
1980-09-24 09:30:00,1300.28
1980-09-25 09:30:00,1267.98
1980-09-26 09:30:00,1191.34
1980-09-29 09:30:00,1075.09
1980-09-30 09:30:00,1005.87
1980-10-01 09:30:00,954.38
1980-10-02 09:30:00,925.77
1980-10-03 09:30:00,926.65
1980-10-06 09:30:00,958.13
1980-10-07 09:30:00,967.28
1980-10-08 09:30:00,984.01
1980-10-09 09:30:00,983.7
1980-10-10 09:30:00,968.97
1980-10-13 09:30:00,979.25
1980-10-14 09:30:00,985.27
1980-10-15 09:30:00,1010.18
1980-10-16 09:30:00,1002.76
1980-10-17 09:30:00,977.19
1980-10-20 09:30:00,956.56
1980-10-21 09:30:00,915.62
1980-10-22 09:30:00,882.78
1980-10-23 09:30:00,817.85
1980-10-24 09:30:00,764.0
1980-10-27 09:30:00,680.17
1980-10-28 09:30:00,603.29
1980-10-29 09:30:00,533.6
1980-10-30 09:30:00,438.21
1980-10-31 09:30:00,373.5
1980-11-03 09:30:00,337.71
1980-11-04 09:30:00,
1980-11-05 09:30:00,336.87
1980-11-06 09:30:00,298.65
1980-11-07 09:30:00,262.94
1980-11-10 09:30:00,235.52
1980-11-11 09:30:00,242.74
1980-11-12 09:30:00,285.57
1980-11-13 09:30:00,354.33
1980-11-14 09:30:00,421.56
1980-11-17 09:30:00,483.17
1980-11-18 09:30:00,560.37
1980-11-19 09:30:00,616.31
1980-11-20 09:30:00,684.85
1980-11-21 09:30:00,716.38
1980-11-24 09:30:00,719.97
1980-11-25 09:30:00,738.22
1980-11-26 09:30:00,753.75
1980-11-27 09:30:00,
1980-11-28 09:30:00,766.71
1980-12-01 09:30:00,736.91
1980-12-02 09:30:00,700.47
1980-12-03 09:30:00,671.27
1980-12-04 09:30:00,653.76
1980-12-05 09:30:00,599.68
1980-12-08 09:30:00,504.2
1980-12-09 09:30:00,410.11
1980-12-10 09:30:00,293.72
1980-12-11 09:30:00,164.43
1980-12-12 09:30:00,84.49
1980-12-15 09:30:00,13.52
1980-12-16 09:30:00,-38.75
1980-12-17 09:30:00,-61.4
1980-12-18 09:30:00,-72.02
1980-12-19 09:30:00,-63.02
1980-12-22 09:30:00,-24.77
1980-12-23 09:30:00,12.39
1980-12-24 09:30:00,60.86
1980-12-25 09:30:00,
1980-12-26 09:30:00,120.84
1980-12-29 09:30:00,148.95
1980-12-30 09:30:00,178.14
1980-12-31 09:30:00,220.59
1981-01-01 09:30:00,
1981-01-02 09:30:00,272.72
1981-01-05 09:30:00,339.83
1981-01-06 09:30:00,407.17
1981-01-07 09:30:00,418.07
1981-01-08 09:30:00,398.45
1981-01-09 09:30:00,394.36
1981-01-12 09:30:00,393.22
1981-01-13 09:30:00,373.76
1981-01-14 09:30:00,368.25
1981-01-15 09:30:00,372.76
1981-01-16 09:30:00,386.37
1981-01-19 09:30:00,396.87
1981-01-20 09:30:00,369.0
1981-01-21 09:30:00,339.13
1981-01-22 09:30:00,292.52
1981-01-23 09:30:00,250.5
1981-01-26 09:30:00,199.09
1981-01-27 09:30:00,177.62
1981-01-28 09:30:00,151.46
1981-01-29 09:30:00,134.06
1981-01-30 09:30:00,114.62
1981-02-02 09:30:00,55.42
1981-02-03 09:30:00,29.28
1981-02-04 09:30:00,17.8
1981-02-05 09:30:00,35.46
1981-02-06 09:30:00,70.58
1981-02-09 09:30:00,83.07
1981-02-10 09:30:00,90.37
1981-02-11 09:30:00,83.24
1981-02-12 09:30:00,57.11
1981-02-13 09:30:00,20.22
1981-02-16 09:30:00,
1981-02-17 09:30:00,3.54
1981-02-18 09:30:00,-1.8
1981-02-19 09:30:00,-40.39
1981-02-20 09:30:00,-80.7
1981-02-23 09:30:00,-100.44
1981-02-24 09:30:00,-108.34
1981-02-25 09:30:00,-101.97
1981-02-26 09:30:00,-65.45
1981-02-27 09:30:00,-8.58
1981-03-02 09:30:00,59.5
1981-03-03 09:30:00,100.33
1981-03-04 09:30:00,151.4
1981-03-05 09:30:00,190.63
1981-03-06 09:30:00,227.65
1981-03-09 09:30:00,283.29
1981-03-10 09:30:00,320.86
1981-03-11 09:30:00,342.67
1981-03-12 09:30:00,400.76
1981-03-13 09:30:00,459.63
1981-03-16 09:30:00,535.95
1981-03-17 09:30:00,590.53
1981-03-18 09:30:00,650.81
1981-03-19 09:30:00,697.65
1981-03-20 09:30:00,757.59
1981-03-23 09:30:00,829.23
1981-03-24 09:30:00,873.36
1981-03-25 09:30:00,940.76
1981-03-26 09:30:00,983.94
1981-03-27 09:30:00,994.91
1981-03-30 09:30:00,991.36
1981-03-31 09:30:00,1017.18
1981-04-01 09:30:00,1051.2
1981-04-02 09:30:00,1073.95
1981-04-03 09:30:00,1077.8
1981-04-06 09:30:00,1043.84
1981-04-07 09:30:00,1015.76
1981-04-08 09:30:00,1001.32
1981-04-09 09:30:00,998.7
1981-04-10 09:30:00,1002.11
1981-04-13 09:30:00,975.21
1981-04-14 09:30:00,935.47
1981-04-15 09:30:00,928.72
1981-04-16 09:30:00,932.69
1981-04-17 09:30:00,
1981-04-20 09:30:00,947.79
1981-04-21 09:30:00,940.69
1981-04-22 09:30:00,934.67
1981-04-23 09:30:00,930.06
1981-04-24 09:30:00,945.42
1981-04-27 09:30:00,960.0
1981-04-28 09:30:00,945.35
1981-04-29 09:30:00,900.41
1981-04-30 09:30:00,858.95
1981-05-01 09:30:00,814.17
1981-05-04 09:30:00,729.36
1981-05-05 09:30:00,635.72
1981-05-06 09:30:00,564.76
1981-05-07 09:30:00,521.18
1981-05-08 09:30:00,487.87
1981-05-11 09:30:00,426.02
1981-05-12 09:30:00,388.02
1981-05-13 09:30:00,363.79
1981-05-14 09:30:00,360.5
1981-05-15 09:30:00,381.05
1981-05-18 09:30:00,403.67
1981-05-19 09:30:00,411.68
1981-05-20 09:30:00,428.31
1981-05-21 09:30:00,439.76
1981-05-22 09:30:00,452.06
1981-05-25 09:30:00,
1981-05-26 09:30:00,481.48
1981-05-27 09:30:00,525.12
1981-05-28 09:30:00,565.12
1981-05-29 09:30:00,594.16
1981-06-01 09:30:00,619.31
1981-06-02 09:30:00,608.6
1981-06-03 09:30:00,598.64
1981-06-04 09:30:00,593.08
1981-06-05 09:30:00,610.54
1981-06-08 09:30:00,627.91
1981-06-09 09:30:00,632.4
1981-06-10 09:30:00,647.0
1981-06-11 09:30:00,689.25
1981-06-12 09:30:00,734.78
1981-06-15 09:30:00,786.16
1981-06-16 09:30:00,803.62
1981-06-17 09:30:00,824.98
1981-06-18 09:30:00,811.99
1981-06-19 09:30:00,799.38
1981-06-22 09:30:00,782.04
1981-06-23 09:30:00,788.72
1981-06-24 09:30:00,773.49
1981-06-25 09:30:00,758.87
1981-06-26 09:30:00,738.17
1981-06-29 09:30:00,704.16
1981-06-30 09:30:00,651.66
1981-07-01 09:30:00,583.35
1981-07-02 09:30:00,499.7
1981-07-03 09:30:00,
1981-07-06 09:30:00,399.2
1981-07-07 09:30:00,315.75
1981-07-08 09:30:00,243.34
1981-07-09 09:30:00,197.74
1981-07-10 09:30:00,168.97
1981-07-13 09:30:00,155.5
1981-07-14 09:30:00,133.75
1981-07-15 09:30:00,132.97
1981-07-16 09:30:00,137.82
1981-07-17 09:30:00,147.66
1981-07-20 09:30:00,117.95
1981-07-21 09:30:00,78.44
1981-07-22 09:30:00,18.05
1981-07-23 09:30:00,-28.53
1981-07-24 09:30:00,-49.49
1981-07-27 09:30:00,-43.18
1981-07-28 09:30:00,-52.62
1981-07-29 09:30:00,-58.43
1981-07-30 09:30:00,-40.44
1981-07-31 09:30:00,3.42
1981-08-03 09:30:00,33.72
1981-08-04 09:30:00,68.19
1981-08-05 09:30:00,118.35
1981-08-06 09:30:00,170.22
1981-08-07 09:30:00,200.92
1981-08-10 09:30:00,237.01
1981-08-11 09:30:00,290.88
1981-08-12 09:30:00,334.65
1981-08-13 09:30:00,378.94
1981-08-14 09:30:00,403.67
1981-08-17 09:30:00,398.19
1981-08-18 09:30:00,363.25
1981-08-19 09:30:00,336.94
1981-08-20 09:30:00,321.71
1981-08-21 09:30:00,279.58
1981-08-24 09:30:00,194.75
1981-08-25 09:30:00,109.22
1981-08-26 09:30:00,36.2
1981-08-27 09:30:00,-56.71
1981-08-28 09:30:00,-124.09
1981-08-31 09:30:00,-211.36
1981-09-01 09:30:00,-284.35
1981-09-02 09:30:00,-333.23
1981-09-03 09:30:00,-413.1
1981-09-04 09:30:00,-503.97
1981-09-07 09:30:00,
1981-09-08 09:30:00,-618.17
1981-09-09 09:30:00,-696.38
1981-09-10 09:30:00,-725.11
1981-09-11 09:30:00,-719.9
1981-09-14 09:30:00,-733.44
1981-09-15 09:30:00,-757.81
1981-09-16 09:30:00,-802.7
1981-09-17 09:30:00,-872.41
1981-09-18 09:30:00,-948.1
1981-09-21 09:30:00,-992.13
1981-09-22 09:30:00,-1040.93
1981-09-23 09:30:00,-1105.24
1981-09-24 09:30:00,-1166.16
1981-09-25 09:30:00,-1255.4
1981-09-28 09:30:00,-1294.61
1981-09-29 09:30:00,-1302.32
1981-09-30 09:30:00,-1299.14
1981-10-01 09:30:00,-1280.24
1981-10-02 09:30:00,-1221.86
1981-10-05 09:30:00,-1158.26
1981-10-06 09:30:00,-1095.09
1981-10-07 09:30:00,-1003.89
1981-10-08 09:30:00,-896.6
1981-10-09 09:30:00,-808.82
1981-10-12 09:30:00,-726.24
1981-10-13 09:30:00,-657.38
1981-10-14 09:30:00,-629.19
1981-10-15 09:30:00,-582.41
1981-10-16 09:30:00,-554.17
1981-10-19 09:30:00,-529.17
1981-10-20 09:30:00,-476.08
1981-10-21 09:30:00,-430.25
1981-10-22 09:30:00,-403.93
1981-10-23 09:30:00,-398.99
1981-10-26 09:30:00,-404.73
1981-10-27 09:30:00,-384.8
1981-10-28 09:30:00,-358.66
1981-10-29 09:30:00,-346.01
1981-10-30 09:30:00,-295.57
1981-11-02 09:30:00,-216.64
1981-11-03 09:30:00,-137.04
1981-11-04 09:30:00,-64.42
1981-11-05 09:30:00,-16.9
1981-11-06 09:30:00,11.87
1981-11-09 09:30:00,44.45
1981-11-10 09:30:00,72.54
1981-11-11 09:30:00,100.61
1981-11-12 09:30:00,136.89
1981-11-13 09:30:00,140.37
1981-11-16 09:30:00,114.2
1981-11-17 09:30:00,104.82
1981-11-18 09:30:00,92.15
1981-11-19 09:30:00,92.73
1981-11-20 09:30:00,116.12
1981-11-23 09:30:00,133.03
1981-11-24 09:30:00,173.62
1981-11-25 09:30:00,219.9
1981-11-26 09:30:00,
1981-11-27 09:30:00,288.05
1981-11-30 09:30:00,364.73
1981-12-01 09:30:00,423.01
1981-12-02 09:30:00,444.17
1981-12-03 09:30:00,474.15
1981-12-04 09:30:00,521.52
1981-12-07 09:30:00,535.6
1981-12-08 09:30:00,527.85
1981-12-09 09:30:00,529.4
1981-12-10 09:30:00,536.86
1981-12-11 09:30:00,524.19
1981-12-14 09:30:00,475.29
1981-12-15 09:30:00,439.88
1981-12-16 09:30:00,396.86
1981-12-17 09:30:00,371.42
1981-12-18 09:30:00,371.92
1981-12-21 09:30:00,355.31
1981-12-22 09:30:00,330.17
1981-12-23 09:30:00,290.02
1981-12-24 09:30:00,264.46
1981-12-25 09:30:00,
1981-12-28 09:30:00,227.7
1981-12-29 09:30:00,175.0
1981-12-30 09:30:00,151.23
1981-12-31 09:30:00,148.31
1982-01-01 09:30:00,
1982-01-04 09:30:00,155.43
1982-01-05 09:30:00,118.21
1982-01-06 09:30:00,65.23
1982-01-07 09:30:00,12.99
1982-01-08 09:30:00,-17.55
1982-01-11 09:30:00,-84.69
1982-01-12 09:30:00,-158.61
1982-01-13 09:30:00,-253.25
1982-01-14 09:30:00,-318.77
1982-01-15 09:30:00,-352.04
1982-01-18 09:30:00,-362.77
1982-01-19 09:30:00,-396.95
1982-01-20 09:30:00,-439.56
1982-01-21 09:30:00,-459.05
1982-01-22 09:30:00,-487.85
1982-01-25 09:30:00,-526.95
1982-01-26 09:30:00,-563.62
1982-01-27 09:30:00,-581.98
1982-01-28 09:30:00,-549.73
1982-01-29 09:30:00,-494.24
1982-02-01 09:30:00,-481.9
1982-02-02 09:30:00,-455.37
1982-02-03 09:30:00,-451.82
1982-02-04 09:30:00,-453.25
1982-02-05 09:30:00,-425.27
1982-02-08 09:30:00,-441.46
1982-02-09 09:30:00,-479.49
1982-02-10 09:30:00,-490.88
1982-02-11 09:30:00,-503.91
1982-02-12 09:30:00,-516.73
1982-02-15 09:30:00,
1982-02-16 09:30:00,-537.31
1982-02-17 09:30:00,-556.7
1982-02-18 09:30:00,-557.83
1982-02-19 09:30:00,-566.55
1982-02-22 09:30:00,-597.31
1982-02-23 09:30:00,-620.41
1982-02-24 09:30:00,-605.07
1982-02-25 09:30:00,-589.61
1982-02-26 09:30:00,-581.41
1982-03-01 09:30:00,-567.25
1982-03-02 09:30:00,-550.02
1982-03-03 09:30:00,-558.28
1982-03-04 09:30:00,-581.5
1982-03-05 09:30:00,-608.18
1982-03-08 09:30:00,-657.48
1982-03-09 09:30:00,-672.85
1982-03-10 09:30:00,-669.67
1982-03-11 09:30:00,-668.88
1982-03-12 09:30:00,-691.66
1982-03-15 09:30:00,-697.56
1982-03-16 09:30:00,-699.99
1982-03-17 09:30:00,-699.18
1982-03-18 09:30:00,-662.52
1982-03-19 09:30:00,-617.99
1982-03-22 09:30:00,-534.35
1982-03-23 09:30:00,-438.88
1982-03-24 09:30:00,-363.23
1982-03-25 09:30:00,-285.35
1982-03-26 09:30:00,-247.93
1982-03-29 09:30:00,-212.36
1982-03-30 09:30:00,-177.7
1982-03-31 09:30:00,-144.81
1982-04-01 09:30:00,-80.76
1982-04-02 09:30:00,-1.34
1982-04-05 09:30:00,61.26
1982-04-06 09:30:00,127.37
1982-04-07 09:30:00,194.73
1982-04-08 09:30:00,276.52
1982-04-09 09:30:00,
1982-04-12 09:30:00,340.41
1982-04-13 09:30:00,405.94
1982-04-14 09:30:00,452.93
1982-04-15 09:30:00,511.63
1982-04-16 09:30:00,578.41
1982-04-19 09:30:00,636.07
1982-04-20 09:30:00,659.91
1982-04-21 09:30:00,686.84
1982-04-22 09:30:00,735.99
1982-04-23 09:30:00,805.53
1982-04-26 09:30:00,881.09
1982-04-27 09:30:00,915.93
1982-04-28 09:30:00,926.15
1982-04-29 09:30:00,904.91
1982-04-30 09:30:00,890.68
1982-05-03 09:30:00,881.66
1982-05-04 09:30:00,892.09
1982-05-05 09:30:00,897.64
1982-05-06 09:30:00,923.57
1982-05-07 09:30:00,956.35
1982-05-10 09:30:00,955.5
1982-05-11 09:30:00,976.7
1982-05-12 09:30:00,987.77
1982-05-13 09:30:00,977.25
1982-05-14 09:30:00,964.92
1982-05-17 09:30:00,915.59
1982-05-18 09:30:00,840.52
1982-05-19 09:30:00,748.37
1982-05-20 09:30:00,657.64
1982-05-21 09:30:00,589.49
1982-05-24 09:30:00,521.27
1982-05-25 09:30:00,447.24
1982-05-26 09:30:00,343.98
1982-05-27 09:30:00,227.61
1982-05-28 09:30:00,105.33
1982-05-31 09:30:00,
1982-06-01 09:30:00,-12.97
1982-06-02 09:30:00,-102.6
1982-06-03 09:30:00,-185.88
1982-06-04 09:30:00,-287.88
1982-06-07 09:30:00,-377.79
1982-06-08 09:30:00,-473.58
1982-06-09 09:30:00,-576.72
1982-06-10 09:30:00,-648.74
1982-06-11 09:30:00,-668.64
1982-06-14 09:30:00,-716.67
1982-06-15 09:30:00,-771.48
1982-06-16 09:30:00,-820.45
1982-06-17 09:30:00,-890.53
1982-06-18 09:30:00,-956.01
1982-06-21 09:30:00,-1003.2
1982-06-22 09:30:00,-1014.79
1982-06-23 09:30:00,-988.56
1982-06-24 09:30:00,-968.43
1982-06-25 09:30:00,-969.37
1982-06-28 09:30:00,-939.9
1982-06-29 09:30:00,-909.25
1982-06-30 09:30:00,-878.24
1982-07-01 09:30:00,-873.83
1982-07-02 09:30:00,-889.86
1982-07-05 09:30:00,
1982-07-06 09:30:00,-913.15
1982-07-07 09:30:00,-934.71
1982-07-08 09:30:00,-944.34
1982-07-09 09:30:00,-918.19
1982-07-12 09:30:00,-877.26
1982-07-13 09:30:00,-841.22
1982-07-14 09:30:00,-796.59
1982-07-15 09:30:00,-750.08
1982-07-16 09:30:00,-692.8
1982-07-19 09:30:00,-639.87
1982-07-20 09:30:00,-575.05
1982-07-21 09:30:00,-516.54
1982-07-22 09:30:00,-456.74
1982-07-23 09:30:00,-409.1
1982-07-26 09:30:00,-388.76
1982-07-27 09:30:00,-390.4
1982-07-28 09:30:00,-429.89
1982-07-29 09:30:00,-466.74
1982-07-30 09:30:00,-512.16
1982-08-02 09:30:00,-512.39
1982-08-03 09:30:00,-530.67
1982-08-04 09:30:00,-582.48
1982-08-05 09:30:00,-647.2
1982-08-06 09:30:00,-731.34
1982-08-09 09:30:00,-821.29
1982-08-10 09:30:00,-902.24
1982-08-11 09:30:00,-982.8
1982-08-12 09:30:00,-1053.67
1982-08-13 09:30:00,-1078.59
1982-08-16 09:30:00,-1079.39
1982-08-17 09:30:00,-1026.97
1982-08-18 09:30:00,-972.52
1982-08-19 09:30:00,-907.59
1982-08-20 09:30:00,-800.64
1982-08-23 09:30:00,-666.42
1982-08-24 09:30:00,-552.6
1982-08-25 09:30:00,-416.43
1982-08-26 09:30:00,-277.66
1982-08-27 09:30:00,-183.99
1982-08-30 09:30:00,-92.74
1982-08-31 09:30:00,16.35
1982-09-01 09:30:00,93.55
1982-09-02 09:30:00,193.71
1982-09-03 09:30:00,307.31
1982-09-06 09:30:00,
1982-09-07 09:30:00,381.85
1982-09-08 09:30:00,462.99
1982-09-09 09:30:00,530.21
1982-09-10 09:30:00,568.14
1982-09-13 09:30:00,615.12
1982-09-14 09:30:00,673.64
1982-09-15 09:30:00,743.91
1982-09-16 09:30:00,796.55
1982-09-17 09:30:00,811.44
1982-09-20 09:30:00,809.35
1982-09-21 09:30:00,837.43
1982-09-22 09:30:00,848.85
1982-09-23 09:30:00,854.26
1982-09-24 09:30:00,842.42
1982-09-27 09:30:00,828.86
1982-09-28 09:30:00,809.95
1982-09-29 09:30:00,758.89
1982-09-30 09:30:00,693.56
1982-10-01 09:30:00,665.68
1982-10-04 09:30:00,625.68
1982-10-05 09:30:00,603.97
1982-10-06 09:30:00,623.84
1982-10-07 09:30:00,672.86
1982-10-08 09:30:00,742.98
1982-10-11 09:30:00,839.67
1982-10-12 09:30:00,921.14
1982-10-13 09:30:00,1015.53
1982-10-14 09:30:00,1074.07
1982-10-15 09:30:00,1105.17
1982-10-18 09:30:00,1161.38
1982-10-19 09:30:00,1204.24
1982-10-20 09:30:00,1268.49
1982-10-21 09:30:00,1317.31
1982-10-22 09:30:00,1360.27
1982-10-25 09:30:00,1342.75
1982-10-26 09:30:00,1331.7
1982-10-27 09:30:00,1336.89
1982-10-28 09:30:00,1311.83
1982-10-29 09:30:00,1286.47
1982-11-01 09:30:00,1286.51
1982-11-02 09:30:00,1316.3
1982-11-03 09:30:00,1376.3
1982-11-04 09:30:00,1413.01
1982-11-05 09:30:00,1455.28
1982-11-08 09:30:00,1461.07
1982-11-09 09:30:00,1491.07
1982-11-10 09:30:00,1495.72
1982-11-11 09:30:00,1501.88
1982-11-12 09:30:00,1479.32
1982-11-15 09:30:00,1418.21
1982-11-16 09:30:00,1324.53
1982-11-17 09:30:00,1271.57
1982-11-18 09:30:00,1231.95
1982-11-19 09:30:00,1175.4
1982-11-22 09:30:00,1090.09
1982-11-23 09:30:00,987.75
1982-11-24 09:30:00,910.29
1982-11-25 09:30:00,
1982-11-26 09:30:00,861.73
1982-11-29 09:30:00,800.15
1982-11-30 09:30:00,779.84
1982-12-01 09:30:00,765.21
1982-12-02 09:30:00,746.52
1982-12-03 09:30:00,722.44
1982-12-06 09:30:00,730.23
1982-12-07 09:30:00,750.2
1982-12-08 09:30:00,756.0
1982-12-09 09:30:00,740.17
1982-12-10 09:30:00,713.42
1982-12-13 09:30:00,694.33
1982-12-14 09:30:00,648.35
1982-12-15 09:30:00,573.69
1982-12-16 09:30:00,501.89
1982-12-17 09:30:00,464.97
1982-12-20 09:30:00,415.15
1982-12-21 09:30:00,396.54
1982-12-22 09:30:00,390.98
1982-12-23 09:30:00,402.94
1982-12-24 09:30:00,
1982-12-27 09:30:00,440.97
1982-12-28 09:30:00,453.51
1982-12-29 09:30:00,473.17
1982-12-30 09:30:00,477.7
1982-12-31 09:30:00,500.32
1983-01-03 09:30:00,489.45
1983-01-04 09:30:00,509.6
1983-01-05 09:30:00,538.42
1983-01-06 09:30:00,600.2
1983-01-07 09:30:00,652.35
1983-01-10 09:30:00,718.74
1983-01-11 09:30:00,758.23
1983-01-12 09:30:00,812.35
1983-01-13 09:30:00,842.86
1983-01-14 09:30:00,886.89
1983-01-17 09:30:00,931.93
1983-01-18 09:30:00,965.99
1983-01-19 09:30:00,972.98
1983-01-20 09:30:00,984.82
1983-01-21 09:30:00,953.96
1983-01-24 09:30:00,879.74
1983-01-25 09:30:00,833.87
1983-01-26 09:30:00,789.51
